MsgID.GLOBAL_POSITION,1522176676.9878259,-122.3974508,37.7924802,0.1650000
MsgID.LOCAL_VELOCITY,1522176676.9878259,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522176676.9880321,-0.0215946,0.2181774,-0.1656220
MsgID.LOCAL_VELOCITY,1522176676.9880321,0.0000111,-0.0000017,0.0000145
MsgID.GLOBAL_POSITION,1522176677.2376130,-122.3974497,37.7924797,0.1360000
MsgID.LOCAL_VELOCITY,1522176677.2376130,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522176677.2378361,-0.0821103,0.3173542,-0.1368045
MsgID.LOCAL_VELOCITY,1522176677.2378361,0.0000149,0.0000025,0.0000195
MsgID.GLOBAL_POSITION,1522176677.4869270,-122.3974509,37.7924797,0.1140000
MsgID.LOCAL_VELOCITY,1522176677.4869270,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522176677.4871249,-0.0750652,0.2126096,-0.1147416
MsgID.LOCAL_VELOCITY,1522176677.4871249,-0.0000047,-0.0000114,0.0000062
MsgID.STATE,1522176677.7321742,True,True
MsgID.GLOBAL_HOME,1522176677.7341599,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176677.7365491,-122.3974520,37.7924799,0.1000000
MsgID.LOCAL_VELOCITY,1522176677.7365491,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,1522176677.7367511,-0.0609650,0.1132858,-0.1001104
MsgID.LOCAL_VELOCITY,1522176677.7367511,0.0000081,-0.0000108,0.0000126
MsgID.GLOBAL_POSITION,1522176677.9886951,-122.3974505,37.7924791,0.3320000
MsgID.LOCAL_VELOCITY,1522176677.9886951,0.0000000,0.0000000,-2.0700000
MsgID.LOCAL_POSITION,1522176677.9889421,-0.1443545,0.2436209,-0.3326830
MsgID.LOCAL_VELOCITY,1522176677.9889421,0.0002247,-0.0032084,-2.0711646
MsgID.GLOBAL_POSITION,1522176678.2372701,-122.3974500,37.7924791,1.0830000
MsgID.LOCAL_VELOCITY,1522176678.2372701,0.0000000,-0.0200000,-3.7700000
MsgID.LOCAL_POSITION,1522176678.2374940,-0.1470233,0.2903281,-1.0838758
MsgID.LOCAL_VELOCITY,1522176678.2374940,0.0094867,-0.0206718,-3.7759018
MsgID.GLOBAL_POSITION,1522176678.4875011,-122.3974501,37.7924811,2.0910000
MsgID.LOCAL_VELOCITY,1522176678.4875011,0.0100000,-0.0200000,-4.2700000
MsgID.LOCAL_POSITION,1522176678.4877341,0.0786999,0.2817158,-2.0918150
MsgID.LOCAL_VELOCITY,1522176678.4877341,0.0145395,-0.0298317,-4.2785320
MsgID.STATE,1522176678.7336450,True,True
MsgID.GLOBAL_HOME,1522176678.7338669,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176678.7379720,-122.3974515,37.7924795,3.1690000
MsgID.LOCAL_VELOCITY,1522176678.7379720,0.0000000,-0.0200000,-4.4200000
MsgID.LOCAL_POSITION,1522176678.7381790,-0.1056572,0.1562259,-3.1694901
MsgID.LOCAL_VELOCITY,1522176678.7381790,-0.0082336,-0.0279585,-4.4231348
MsgID.GLOBAL_POSITION,1522176678.9885499,-122.3974513,37.7924788,4.2760000
MsgID.LOCAL_VELOCITY,1522176678.9885499,0.0000000,-0.0100000,-4.4600000
MsgID.LOCAL_POSITION,1522176678.9887910,-0.1790368,0.1784588,-4.2763524
MsgID.LOCAL_VELOCITY,1522176678.9887910,-0.0067803,-0.0164546,-4.4649439
MsgID.GLOBAL_POSITION,1522176679.2383261,-122.3974497,37.7924800,5.3940000
MsgID.LOCAL_VELOCITY,1522176679.2383261,0.0100000,-0.0100000,-4.5000000
MsgID.LOCAL_POSITION,1522176679.2385330,-0.0421163,0.3182009,-5.3949957
MsgID.LOCAL_VELOCITY,1522176679.2385330,0.0129221,-0.0152173,-4.5004239
MsgID.GLOBAL_POSITION,1522176679.4882822,-122.3974504,37.7924814,6.5190000
MsgID.LOCAL_VELOCITY,1522176679.4882822,0.0000000,-0.0200000,-4.4800000
MsgID.LOCAL_POSITION,1522176679.4885230,0.1053920,0.2544360,-6.5198865
MsgID.LOCAL_VELOCITY,1522176679.4885230,0.0064916,-0.0270120,-4.4831457
MsgID.STATE,1522176679.7320409,True,True
MsgID.GLOBAL_HOME,1522176679.7340951,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176679.7383699,-122.3974501,37.7924806,7.6580000
MsgID.LOCAL_VELOCITY,1522176679.7383699,-0.0100000,-0.0200000,-4.5000000
MsgID.LOCAL_POSITION,1522176679.7385752,0.0177567,0.2794471,-7.6584392
MsgID.LOCAL_VELOCITY,1522176679.7385752,-0.0138707,-0.0283503,-4.5036116
MsgID.GLOBAL_POSITION,1522176679.9883258,-122.3974492,37.7924805,8.8120000
MsgID.LOCAL_VELOCITY,1522176679.9883258,-0.0100000,-0.0300000,-4.5300000
MsgID.LOCAL_POSITION,1522176679.9885812,0.0046877,0.3639498,-8.8125057
MsgID.LOCAL_VELOCITY,1522176679.9885812,-0.0175089,-0.0317378,-4.5301862
MsgID.GLOBAL_POSITION,1522176680.2388411,-122.3974512,37.7924803,9.9480000
MsgID.LOCAL_VELOCITY,1522176680.2388411,-0.0100000,-0.0300000,-3.7800000
MsgID.LOCAL_POSITION,1522176680.2390530,-0.0154959,0.1847478,-9.9483271
MsgID.LOCAL_VELOCITY,1522176680.2390530,-0.0109692,-0.0348732,-3.7812212
MsgID.GLOBAL_POSITION,1522176680.4888530,-122.3974522,37.7924789,10.5980000
MsgID.LOCAL_VELOCITY,1522176680.4888530,-0.0100000,-0.0300000,-1.1700000
MsgID.LOCAL_POSITION,1522176680.4890561,-0.1712651,0.0926515,-10.5981903
MsgID.LOCAL_VELOCITY,1522176680.4890561,-0.0103046,-0.0327604,-1.1748554
MsgID.STATE,1522176680.7324181,True,True
MsgID.GLOBAL_HOME,1522176680.7326269,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176680.7386680,-122.3974501,37.7924785,10.6190000
MsgID.LOCAL_VELOCITY,1522176680.7386680,0.0800000,-0.0300000,1.1200000
MsgID.LOCAL_POSITION,1522176680.7390771,-0.2183435,0.2796609,-10.6194515
MsgID.LOCAL_VELOCITY,1522176680.7390771,0.0827171,-0.0323047,1.1203110
MsgID.GLOBAL_POSITION,1522176680.9890912,-122.3974500,37.7924798,10.2350000
MsgID.LOCAL_VELOCITY,1522176680.9890912,0.8800000,-0.0500000,2.0100000
MsgID.LOCAL_POSITION,1522176680.9892962,-0.0669719,0.2863445,-10.2355213
MsgID.LOCAL_VELOCITY,1522176680.9892962,0.8818908,-0.0585575,2.0112989
MsgID.GLOBAL_POSITION,1522176681.2391250,-122.3974509,37.7924855,9.8480000
MsgID.LOCAL_VELOCITY,1522176681.2391250,2.6900000,-0.1200000,0.8000000
MsgID.LOCAL_POSITION,1522176681.2393339,0.5655620,0.2111512,-9.8482943
MsgID.LOCAL_VELOCITY,1522176681.2393339,2.6919646,-0.1259579,0.8070650
MsgID.GLOBAL_POSITION,1522176681.4891500,-122.3974499,37.7924936,9.8610000
MsgID.LOCAL_VELOCITY,1522176681.4891500,4.6100000,-0.1900000,-0.6900000
MsgID.LOCAL_POSITION,1522176681.4893920,1.4594285,0.3006373,-9.8619080
MsgID.LOCAL_VELOCITY,1522176681.4893920,4.6197619,-0.1934917,-0.6947891
MsgID.STATE,1522176681.7327721,True,True
MsgID.GLOBAL_HOME,1522176681.7329988,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176681.7389669,-122.3974527,37.7925049,10.0030000
MsgID.LOCAL_VELOCITY,1522176681.7389669,5.4500000,-0.2400000,-0.3000000
MsgID.LOCAL_POSITION,1522176681.7391701,2.7163486,0.0501572,-10.0037880
MsgID.LOCAL_VELOCITY,1522176681.7391701,5.4527698,-0.2424734,-0.3077210
MsgID.GLOBAL_POSITION,1522176681.9876051,-122.3974537,37.7925189,9.9810000
MsgID.LOCAL_VELOCITY,1522176681.9876051,6.0400000,-0.1700000,0.1500000
MsgID.LOCAL_POSITION,1522176681.9878139,4.2705169,-0.0429017,-9.9819050
MsgID.LOCAL_VELOCITY,1522176681.9878139,6.0499592,-0.1762009,0.1528943
MsgID.GLOBAL_POSITION,1522176682.2396340,-122.3974532,37.7925310,9.9390000
MsgID.LOCAL_VELOCITY,1522176682.2396340,5.5600000,-0.0400000,-0.0700000
MsgID.LOCAL_POSITION,1522176682.2398460,5.6200271,0.0059016,-9.9395924
MsgID.LOCAL_VELOCITY,1522176682.2398460,5.5695677,-0.0400376,-0.0703406
MsgID.GLOBAL_POSITION,1522176682.4891620,-122.3974515,37.7925414,9.9540000
MsgID.LOCAL_VELOCITY,1522176682.4891620,3.7800000,-0.0200000,-0.2100000
MsgID.LOCAL_POSITION,1522176682.4893849,6.7807388,0.1561992,-9.9542999
MsgID.LOCAL_VELOCITY,1522176682.4893849,3.7863486,-0.0225569,-0.2191814
MsgID.STATE,1522176682.7333760,True,True
MsgID.GLOBAL_HOME,1522176682.7336020,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176682.7379270,-122.3974529,37.7925474,9.9720000
MsgID.LOCAL_VELOCITY,1522176682.7379270,3.0900000,-0.2600000,-0.0800000
MsgID.LOCAL_POSITION,1522176682.7381189,7.4400430,0.0298622,-9.9724617
MsgID.LOCAL_VELOCITY,1522176682.7381189,3.0908508,-0.2671844,-0.0810009
MsgID.GLOBAL_POSITION,1522176682.9881501,-122.3974549,37.7925565,9.9650000
MsgID.LOCAL_VELOCITY,1522176682.9881501,4.3000000,-0.7800000,-0.0800000
MsgID.LOCAL_POSITION,1522176682.9883919,8.4553871,-0.1488314,-9.9656115
MsgID.LOCAL_VELOCITY,1522176682.9883919,4.3104229,-0.7853842,-0.0871475
MsgID.GLOBAL_POSITION,1522176683.2386999,-122.3974580,37.7925681,9.9760000
MsgID.LOCAL_VELOCITY,1522176683.2386999,5.2700000,-1.2800000,-0.0400000
MsgID.LOCAL_POSITION,1522176683.2389481,9.7450047,-0.4210090,-9.9765415
MsgID.LOCAL_VELOCITY,1522176683.2389481,5.2794199,-1.2817209,-0.0459577
MsgID.GLOBAL_POSITION,1522176683.4885170,-122.3974637,37.7925806,9.9710000
MsgID.LOCAL_VELOCITY,1522176683.4885170,6.0600000,-1.7300000,0.0100000
MsgID.LOCAL_POSITION,1522176683.4887500,11.1301174,-0.9315428,-9.9718218
MsgID.LOCAL_VELOCITY,1522176683.4887500,6.0626044,-1.7332312,0.0190382
MsgID.STATE,1522176683.7323639,True,True
MsgID.GLOBAL_HOME,1522176683.7326038,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176683.7385869,-122.3974681,37.7925951,9.9720000
MsgID.LOCAL_VELOCITY,1522176683.7385869,6.8900000,-2.1400000,0.0000000
MsgID.LOCAL_POSITION,1522176683.7387929,12.7508755,-1.3203101,-9.9720573
MsgID.LOCAL_VELOCITY,1522176683.7387929,6.8931599,-2.1498468,-0.0088862
MsgID.GLOBAL_POSITION,1522176683.9889770,-122.3974729,37.7926112,9.9730000
MsgID.LOCAL_VELOCITY,1522176683.9889770,7.6700000,-2.5000000,-0.0100000
MsgID.LOCAL_POSITION,1522176683.9891829,14.5438776,-1.7504512,-9.9740162
MsgID.LOCAL_VELOCITY,1522176683.9891829,7.6714363,-2.5012708,-0.0191854
MsgID.GLOBAL_POSITION,1522176684.2383881,-122.3974807,37.7926300,9.9740000
MsgID.LOCAL_VELOCITY,1522176684.2383881,8.1400000,-2.6900000,0.0000000
MsgID.LOCAL_POSITION,1522176684.2386000,16.6337948,-2.4382002,-9.9741096
MsgID.LOCAL_VELOCITY,1522176684.2386000,8.1459389,-2.6971188,0.0088617
MsgID.GLOBAL_POSITION,1522176684.4883709,-122.3974877,37.7926494,9.9720000
MsgID.LOCAL_VELOCITY,1522176684.4883709,8.3000000,-2.7700000,0.0000000
MsgID.LOCAL_POSITION,1522176684.4885991,18.7869797,-3.0681314,-9.9723196
MsgID.LOCAL_VELOCITY,1522176684.4885991,8.3057384,-2.7732506,-0.0070136
MsgID.STATE,1522176684.7342401,True,True
MsgID.GLOBAL_HOME,1522176684.7344530,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176684.7384930,-122.3974950,37.7926671,9.9790000
MsgID.LOCAL_VELOCITY,1522176684.7384930,8.3600000,-2.8000000,-0.0100000
MsgID.LOCAL_POSITION,1522176684.7387280,20.7457600,-3.7141547,-9.9794922
MsgID.LOCAL_VELOCITY,1522176684.7387280,8.3631344,-2.8038054,-0.0192813
MsgID.GLOBAL_POSITION,1522176684.9886851,-122.3975047,37.7926857,9.9780000
MsgID.LOCAL_VELOCITY,1522176684.9886851,8.3800000,-2.8100000,0.0100000
MsgID.LOCAL_POSITION,1522176684.9888909,22.8260021,-4.5817170,-9.9787226
MsgID.LOCAL_VELOCITY,1522176684.9888909,8.3876705,-2.8145616,0.0117825
MsgID.GLOBAL_POSITION,1522176685.2386580,-122.3975144,37.7927037,9.9800000
MsgID.LOCAL_VELOCITY,1522176685.2386580,8.4000000,-2.8100000,0.0000000
MsgID.LOCAL_POSITION,1522176685.2388830,24.8164902,-5.4328470,-9.9805260
MsgID.LOCAL_VELOCITY,1522176685.2388830,8.4100771,-2.8170640,-0.0053021
MsgID.GLOBAL_POSITION,1522176685.4904330,-122.3975198,37.7927236,9.9800000
MsgID.LOCAL_VELOCITY,1522176685.4904330,8.4100000,-2.8100000,0.0500000
MsgID.LOCAL_POSITION,1522176685.4906480,27.0252075,-5.9122906,-9.9800644
MsgID.LOCAL_VELOCITY,1522176685.4906480,8.4117975,-2.8103228,0.0538160
MsgID.STATE,1522176685.7344880,True,True
MsgID.GLOBAL_HOME,1522176685.7347140,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176685.7387490,-122.3975275,37.7927430,9.9840000
MsgID.LOCAL_VELOCITY,1522176685.7387490,8.4200000,-2.8100000,0.0300000
MsgID.LOCAL_POSITION,1522176685.7389581,29.1817207,-6.5995331,-9.9845734
MsgID.LOCAL_VELOCITY,1522176685.7389581,8.4231405,-2.8149550,0.0318560
MsgID.GLOBAL_POSITION,1522176685.9905229,-122.3975347,37.7927616,9.9810000
MsgID.LOCAL_VELOCITY,1522176685.9905229,8.4100000,-2.8100000,0.0700000
MsgID.LOCAL_POSITION,1522176685.9907451,31.2514477,-7.2404013,-9.9817324
MsgID.LOCAL_VELOCITY,1522176685.9907451,8.4132853,-2.8124495,0.0775927
MsgID.GLOBAL_POSITION,1522176686.2395790,-122.3975440,37.7927807,9.9750000
MsgID.LOCAL_VELOCITY,1522176686.2395790,8.4300000,-2.8200000,0.0000000
MsgID.LOCAL_POSITION,1522176686.2398131,33.3667526,-8.0671072,-9.9751348
MsgID.LOCAL_VELOCITY,1522176686.2398131,8.4327421,-2.8205237,0.0021093
MsgID.GLOBAL_POSITION,1522176686.4890530,-122.3975529,37.7928000,9.9830000
MsgID.LOCAL_VELOCITY,1522176686.4890530,8.4300000,-2.8200000,-0.0200000
MsgID.LOCAL_POSITION,1522176686.4892600,35.5076370,-8.8609381,-9.9838018
MsgID.LOCAL_VELOCITY,1522176686.4892600,8.4350719,-2.8209300,-0.0196048
MsgID.STATE,1522176686.7334330,True,True
MsgID.GLOBAL_HOME,1522176686.7336462,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176686.7398541,-122.3975604,37.7928175,9.9750000
MsgID.LOCAL_VELOCITY,1522176686.7398541,8.4300000,-2.8100000,0.0000000
MsgID.LOCAL_POSITION,1522176686.7400801,37.4583397,-9.5267744,-9.9751768
MsgID.LOCAL_VELOCITY,1522176686.7400801,8.4299459,-2.8119619,-0.0071677
MsgID.GLOBAL_POSITION,1522176686.9900200,-122.3975684,37.7928368,9.9620000
MsgID.LOCAL_VELOCITY,1522176686.9900200,8.4400000,-2.8100000,-0.0500000
MsgID.LOCAL_POSITION,1522176686.9902780,39.6016350,-10.2386999,-9.9629402
MsgID.LOCAL_VELOCITY,1522176686.9902780,8.4415598,-2.8100929,-0.0579977
MsgID.GLOBAL_POSITION,1522176687.2399518,-122.3975766,37.7928575,9.9650000
MsgID.LOCAL_VELOCITY,1522176687.2399518,8.4500000,-2.8100000,-0.1400000
MsgID.LOCAL_POSITION,1522176687.2401741,41.9082527,-10.9675617,-9.9654655
MsgID.LOCAL_VELOCITY,1522176687.2401741,8.4513836,-2.8124247,-0.1408457
MsgID.GLOBAL_POSITION,1522176687.4902830,-122.3975858,37.7928763,9.9650000
MsgID.LOCAL_VELOCITY,1522176687.4902830,8.4300000,-2.8100000,-0.1100000
MsgID.LOCAL_POSITION,1522176687.4904950,43.9962616,-11.7822456,-9.9656019
MsgID.LOCAL_VELOCITY,1522176687.4904950,8.4370279,-2.8119483,-0.1193388
MsgID.STATE,1522176687.7329919,True,True
MsgID.GLOBAL_HOME,1522176687.7331970,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176687.7394540,-122.3975921,37.7928964,9.9690000
MsgID.LOCAL_VELOCITY,1522176687.7394540,8.4300000,-2.8000000,-0.1300000
MsgID.LOCAL_POSITION,1522176687.7396770,46.2227974,-12.3455982,-9.9694395
MsgID.LOCAL_VELOCITY,1522176687.7396770,8.4353733,-2.8085423,-0.1368909
MsgID.GLOBAL_POSITION,1522176687.9906271,-122.3975983,37.7929134,9.9710000
MsgID.LOCAL_VELOCITY,1522176687.9906271,8.4200000,-2.8100000,-0.1200000
MsgID.LOCAL_POSITION,1522176687.9909360,48.1107521,-12.8931885,-9.9715281
MsgID.LOCAL_VELOCITY,1522176687.9909360,8.4275141,-2.8125753,-0.1210736
MsgID.GLOBAL_POSITION,1522176688.2399292,-122.3976064,37.7929338,9.9700000
MsgID.LOCAL_VELOCITY,1522176688.2399292,8.4200000,-2.8200000,-0.1000000
MsgID.LOCAL_POSITION,1522176688.2401481,50.3728523,-13.6151409,-9.9706612
MsgID.LOCAL_VELOCITY,1522176688.2401481,8.4219151,-2.8211040,-0.1029046
MsgID.GLOBAL_POSITION,1522176688.4896710,-122.3976159,37.7929519,9.9810000
MsgID.LOCAL_VELOCITY,1522176688.4896710,8.4200000,-2.8200000,-0.0900000
MsgID.LOCAL_POSITION,1522176688.4898870,52.3908005,-14.4601526,-9.9810324
MsgID.LOCAL_VELOCITY,1522176688.4898870,8.4251041,-2.8236482,-0.0920878
MsgID.STATE,1522176688.7342458,True,True
MsgID.GLOBAL_HOME,1522176688.7344651,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176688.7407491,-122.3976238,37.7929694,9.9940000
MsgID.LOCAL_VELOCITY,1522176688.7407491,8.4000000,-2.8100000,0.0300000
MsgID.LOCAL_POSITION,1522176688.7409599,54.3365364,-15.1575403,-9.9944906
MsgID.LOCAL_VELOCITY,1522176688.7409599,8.4025040,-2.8118815,0.0307947
MsgID.GLOBAL_POSITION,1522176688.9907260,-122.3976316,37.7929903,9.9920000
MsgID.LOCAL_VELOCITY,1522176688.9907260,8.4000000,-2.8000000,0.0900000
MsgID.LOCAL_POSITION,1522176688.9909859,56.6505547,-15.8554335,-9.9925547
MsgID.LOCAL_VELOCITY,1522176688.9909859,8.4014139,-2.8047304,0.0953901
MsgID.GLOBAL_POSITION,1522176689.2405131,-122.3976400,37.7930101,9.9920000
MsgID.LOCAL_VELOCITY,1522176689.2405131,8.4100000,-2.8000000,0.1100000
MsgID.LOCAL_POSITION,1522176689.2407229,58.8480911,-16.5990715,-9.9928703
MsgID.LOCAL_VELOCITY,1522176689.2407229,8.4104443,-2.8083591,0.1189325
MsgID.GLOBAL_POSITION,1522176689.4901152,-122.3976461,37.7930278,9.9980000
MsgID.LOCAL_VELOCITY,1522176689.4901152,8.4100000,-2.8100000,0.1200000
MsgID.LOCAL_POSITION,1522176689.4903209,60.8196297,-17.1423111,-9.9985800
MsgID.LOCAL_VELOCITY,1522176689.4903209,8.4182959,-2.8109870,0.1215206
MsgID.STATE,1522176689.7323580,True,True
MsgID.GLOBAL_HOME,1522176689.7325730,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176689.7408719,-122.3976547,37.7930458,9.9990000
MsgID.LOCAL_VELOCITY,1522176689.7408719,8.4100000,-2.8100000,0.1400000
MsgID.LOCAL_POSITION,1522176689.7410901,62.8209152,-17.9091167,-9.9990215
MsgID.LOCAL_VELOCITY,1522176689.7410901,8.4142323,-2.8139415,0.1476408
MsgID.GLOBAL_POSITION,1522176689.9902771,-122.3976635,37.7930655,9.9890000
MsgID.LOCAL_VELOCITY,1522176689.9902771,8.4200000,-2.8100000,0.1000000
MsgID.LOCAL_POSITION,1522176689.9904928,65.0050049,-18.6859131,-9.9894667
MsgID.LOCAL_VELOCITY,1522176689.9904928,8.4286156,-2.8168616,0.1017502
MsgID.GLOBAL_POSITION,1522176690.2403331,-122.3976714,37.7930837,9.9840000
MsgID.LOCAL_VELOCITY,1522176690.2403331,8.4400000,-2.8100000,0.0400000
MsgID.LOCAL_POSITION,1522176690.2405560,67.0313721,-19.3871136,-9.9844866
MsgID.LOCAL_VELOCITY,1522176690.2405560,8.4408245,-2.8192401,0.0403917
MsgID.GLOBAL_POSITION,1522176690.4904530,-122.3976783,37.7931018,9.9800000
MsgID.LOCAL_VELOCITY,1522176690.4904530,8.4300000,-2.8100000,0.0000000
MsgID.LOCAL_POSITION,1522176690.4906659,69.0369873,-20.0032215,-9.9803333
MsgID.LOCAL_VELOCITY,1522176690.4906659,8.4394760,-2.8173199,0.0090076
MsgID.STATE,1522176690.7338629,True,True
MsgID.GLOBAL_HOME,1522176690.7341220,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176690.7402260,-122.3976852,37.7931208,9.9800000
MsgID.LOCAL_VELOCITY,1522176690.7402260,8.4400000,-2.8100000,-0.0300000
MsgID.LOCAL_POSITION,1522176690.7404270,71.1517868,-20.6127338,-9.9803925
MsgID.LOCAL_VELOCITY,1522176690.7404270,8.4401569,-2.8167825,-0.0303709
MsgID.GLOBAL_POSITION,1522176690.9920080,-122.3976942,37.7931411,9.9830000
MsgID.LOCAL_VELOCITY,1522176690.9920080,8.4300000,-2.8200000,-0.0300000
MsgID.LOCAL_POSITION,1522176690.9922140,73.4141464,-21.4131260,-9.9836569
MsgID.LOCAL_VELOCITY,1522176690.9922140,8.4341698,-2.8215024,-0.0398027
MsgID.GLOBAL_POSITION,1522176691.2415931,-122.3977020,37.7931614,9.9920000
MsgID.LOCAL_VELOCITY,1522176691.2415931,8.4200000,-2.8200000,-0.0100000
MsgID.LOCAL_POSITION,1522176691.2418041,75.6656036,-22.1107712,-9.9922628
MsgID.LOCAL_VELOCITY,1522176691.2418041,8.4251137,-2.8220229,-0.0133927
MsgID.GLOBAL_POSITION,1522176691.4913220,-122.3977115,37.7931804,9.9990000
MsgID.LOCAL_VELOCITY,1522176691.4913220,8.4100000,-2.8200000,0.0600000
MsgID.LOCAL_POSITION,1522176691.4915359,77.7779007,-22.9572315,-9.9998493
MsgID.LOCAL_VELOCITY,1522176691.4915359,8.4101009,-2.8215528,0.0653004
MsgID.STATE,1522176691.7328351,True,True
MsgID.GLOBAL_HOME,1522176691.7330430,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,1522176691.7414370,-122.3977211,37.7931983,9.9970000
MsgID.LOCAL_VELOCITY,1522176691.7414370,8.4000000,-2.8100000,0.1200000
MsgID.LOCAL_POSITION,1522176691.7416699,79.7644043,-23.8064270,-9.9971457
MsgID.LOCAL_VELOCITY,1522176691.7416699,8.4088392,-2.8126514,0.1273462
MsgID.GLOBAL_POSITION,1522176691.9911139,-122.3977283,37.7932162,10.0000000
MsgID.LOCAL_VELOCITY,1522176691.9911139,8.4200000,-2.7900000,0.1100000
MsgID.LOCAL_POSITION,1522176691.9913249,81.7538452,-24.4480019,-10.0002584
MsgID.LOCAL_VELOCITY,1522176691.9913249,8.4263496,-2.7977569,0.1162943
MsgID.GLOBAL_POSITION,1522176692.2407999,-122.3977362,37.7932362,9.9990000
MsgID.LOCAL_VELOCITY,1522176692.2407999,8.4300000,-2.7800000,0.1100000
MsgID.LOCAL_POSITION,1522176692.2410049,83.9770966,-25.1526394,-9.9990883
MsgID.LOCAL_VELOCITY,1522176692.2410049,8.4357433,-2.7887111,0.1162221
MsgID.GLOBAL_POSITION,1522176692.4904902,-122.3977417,37.7932550,9.9970000
MsgID.LOCAL_VELOCITY,1522176692.4904902,8.4300000,-2.7800000,0.1200000
MsgID.LOCAL_POSITION,1522176692.4907031,86.0617142,-25.6431580,-9.9978399
MsgID.LOCAL_VELOCITY,1522176692.4907031,8.4334526,-2.7876754,0.1260460
MsgID.STATE,1522176692.7339141,True,True
MsgID.GLOBAL_HOME,1522176692.7341309,-122.3974533,37.7924804,0.0000000
